words	cates	weights	nums
复合物	n	6	4.27
3100万	m	4	6.43
6.88亿	m	2	2.59
34.4	m	2	2.59
志勇	nr2	2	2.59
一对对	m	2	2.59
3.98万	m	2	2.59
第七六	m	2	2.59
177万	m	6	9.02
137万	m	2	2.59
2.5万	m	14	24.98
91.10%	m	3	4.51
62.90%	m	14	20
41.90%	m	9	15.15
洋洋	z	7	2.57
109	m	29	16.56
王怡琛	nr	17	2.55
25万	m	36	52.48
56	m	69	28.32
4月	t	426	20.34
48	m	72	29.8
46	m	64	28.53
52	m	40	20.48
晚起	v	4	4.08
338	m	11	6.02
29	m	128	49.34
337	m	3	2.45
4万	m	92	53.41
里弄	n	2	2.43
虾米	n	2	2.43
九宫	n	2	2.43
右派	n	1	2.4
表面文章	nl	1	2.4
笔法	n	1	2.4
晴雨表	n	6	10.71
孝子	n	6	10.4
云雀	n	2	4
拍马屁	vi	3	5.6
立等可取	vl	3	4
发家史	n	1	2.4
瘸腿	n	2	4
苦肉计	n	1	2.4
殷某	nr	12	2.4
240	m	10	7.89
墨脱	ns	5	2.29
2.3	m	9	10.33
204	m	11	8.76
瑶族	nz	5	3.75
晋察冀	n	3	3.75
宪兵	n	3	3.75
摇摆	v	4	5.35
警钟长鸣	vl	2	2.15
惊天动地	vl	3	3.75
迭出	v	3	3.75
采访团	n	7	7.5
不甘示弱	vl	3	3.75
失守	vi	6	5.66
滥竽充数	vl	6	5.94
正本清源	vl	4	5.35
选本	n	2	2.15
书展	n	10	10.07
修成	v	3	3.75
猪崽	n	2	2.15
为害	v	3	3.75
密室	n	4	5.66
清溪	n	2	2.15
北影	n	2	2.15
硬功夫	n	5	6.95
打字机	n	2	2.15
驳船	n	4	2.15
水电厂	n	2	2.15
伪证罪	n	2	2.15
皮袋	n	4	5.35
拍发	v	2	2.15
哈欠	n	2	2.15
珞	ng	3	2.11
珈	ng	3	2.11
旱作	vn	5	5.31
堕落	vn	4	3.71
n+1	n	2	2.11
360	m	37	30.23
140	m	35	28.55
250	m	15	14.44
351	m	2	2.11
6.5	m	4	3.4
8万	m	51	39.23
36%	m	2	2.11
444	m	4	2.11
34	m	80	37.95
4G	n	10	4.93
301	m	10	7.72
新近	d	5	3.38
55	m	78	41.25
2%	m	25	22.42
31	m	110	49.7
514	m	10	5.87
44	m	52	23.97
5%	m	71	36.56
甘南	ns	22	1.93
u3000120	n	1	1.92
resMed	n	1	1.92
rESmart	n	1	1.92
cCTV1	n	3	3.84
nRDC	n	1	1.92
aZ8999	n	12	11.36
elsevier	n	1	1.92
analyticaChimicaActa	n	1	1.92
moS2	n	1	1.92
www.thapaper.cn	n	1	1.92
xa011	n	1	1.92
12:40	m	1	1.92
12.5万	m	2	3.84
15亿	m	12	22.16
33000	m	2	3.84
29.1	m	3	3.84
28.1	m	1	1.92
26.1	m	1	1.92
30.1	m	1	1.92
5千万	m	1	1.92
50亿	m	7	13.44
两百亿	m	1	1.92
杏芬	nr2	1	1.92
200万	m	64	85.1
5231	m	1	1.92
1168	m	4	7.68
500万	m	68	72.53
70亿	m	9	14.49
南京日报	ntjs	1	1.92
1万+	m	2	3.84
42540	m	1	1.92
400-004-5678	m	1	1.92
如沛	nr2	1	1.92
一回回	m	2	3.84
永红	nr2	1	1.92
镇云	nr2	1	1.92
24025	m	1	1.92
7270.16	m	1	1.92
71.02%	m	1	1.92
16.46%	m	1	1.92
11925	m	1	1.92
9998	m	1	1.92
929.28	m	1	1.92
9200	m	2	3.84
511799.05	m	1	1.92
今泉	nr2	1	1.92
17万	m	17	27.21
3.94亿	m	2	3.84
47.50%	m	1	1.92
第四十六	m	1	1.92
1580	m	3	5.76
141.55万	m	1	1.92
16532	m	1	1.92
2149150	m	1	1.92
8483	m	1	1.92
42.4万	m	1	1.92
1250	m	5	7.68
22.3万	m	1	1.92
8049	m	1	1.92
1368	m	1	1.92
9970万	m	1	1.92
宿豫	nr2	1	1.92
维诚	nr2	1	1.92
第120	m	1	1.92
第359	m	1	1.92
胜镇	nr2	1	1.92
0.98	m	18	14.57
22.31	m	1	1.92
9.3万	m	4	5.76
68.2	m	4	7.68
35.5	m	7	12.56
1100万	m	13	25.52
1466亿	m	1	1.92
22.30%	m	1	1.92
29.40%	m	1	1.92
17.60%	m	2	3.84
29.70%	m	2	3.84
2435.4亿	m	1	1.92
800.7亿	m	1	1.92
22.3亿	m	1	1.92
166.50%	m	1	1.92
95.10%	m	3	5.76
56.2亿	m	1	1.92
905亿	m	1	1.92
62.50%	m	6	8.35
71.74%	m	1	1.92
6660	m	1	1.92
4.44%	m	1	1.92
0.86%	m	2	3.84
18.63%	m	1	1.92
52.05%	m	1	1.92
24.02%	m	1	1.92
20-22	m	3	3.84
一行行	m	1	1.92
97.2万	m	1	1.92
1645	m	1	1.92
2861	m	1	1.92
15.2	m	2	3.84
4086	m	5	7.68
45.54	m	2	1.92
一抹抹	m	1	1.92
8.60%	m	2	3.84
21.66%	m	1	1.92
705亿	m	1	1.92
黄枝	nr2	2	1.92
83.26%	m	2	1.92
9.23亿	m	2	1.92
212.45	m	2	1.92
85亿	m	2	1.92
75.80%	m	3	5.76
1.90%	m	4	7.68
负三	m	1	1.92
5150万	m	2	3.84
323.6万	m	1	1.92
6.70%	m	11	18.36
1060万	m	3	3.84
理惠	nr2	2	1.92
2.1万	m	5	9.6
金钟	nr2	1	1.92
之忱	nr2	1	1.92
南姣	nr2	1	1.92
贤贤	nr2	1	1.92
中国教育在线	ntot	1	1.92
1.38万	m	1	1.92
266亿	m	1	1.92
永海	nr2	1	1.92
53.24	m	1	1.92
宫保鸡丁	nms	1	1.92
小旭	nr2	1	1.92
1123	m	3	6.72
1070万	m	2	3.84
1095.16万	m	2	3.84
16000	m	11	14.19
16029	m	1	1.92
13385	m	1	1.92
365万	m	1	1.92
436.7亿	m	1	1.92
256.8亿	m	1	1.92
58.80%	m	3	5.76
69.0万	m	1	1.92
9.0万	m	1	1.92
12.0万	m	1	1.92
31.20%	m	4	7.68
27.2亿	m	1	1.92
34.50%	m	2	3.84
16.1亿	m	1	1.92
33.40%	m	3	6.13
59.20%	m	1	1.92
4285	m	1	1.92
1734.15	m	1	1.92
1735	m	1	1.92
第184	m	2	3.84
几十上百	m	2	3.84
280万	m	6	11.52
37万	m	7	13.81
2010	m	7	7.68
1068.81万	m	1	1.92
2600万	m	2	3.84
清漂	nr2	1	1.92
23万	m	6	9.6
6200万	m	3	3.84
32.6176	m	1	1.92
300万	m	39	65.63
243.3万	m	1	1.92
8800	m	7	12.56
冬云	nr2	1	1.92
15万	m	51	78.93
林建	nr2	1	1.92
1027万	m	2	3.84
702万	m	2	3.84
202万	m	4	7.68
嘉闻	nr2	1	1.92
嘉庚	nr2	4	1.92
6500	m	7	10.65
7097	m	2	3.84
5736	m	8	9.6
2367	m	10	12.13
7万5千	m	5	5.76
2.7667	m	4	5.76
3.4亿	m	7	11.52
龙池	nr2	2	1.92
7:03	m	2	3.84
400万	m	25	36.73
7.8万	m	3	3.84
260万	m	1	1.92
22万	m	12	20.13
6.5万	m	6	11.89
6000亿	m	1	1.92
嘉业	nr2	1	1.92
2001	m	5	9.97
166万	m	1	1.92
雍文	nr2	1	1.92
第107	m	1	1.92
一堵堵	m	1	1.92
第四十七	m	2	3.84
300-400	m	1	1.92
8.30%	m	5	9.97
1400	m	21	34.16
一百五十万	m	4	3.84
1477万	m	1	1.92
岳怀	nr2	1	1.92
李浪	nr2	1	1.92
16万	m	35	52.31
3U8633	n	5	3.84
十点三	m	2	1.92
2400万	m	2	3.84
1200亿	m	4	8.05
5400	m	8	12.13
5500	m	6	11.52
150%	m	32	25.37
7800	m	6	9.6
1871.9	m	1	1.92
56159	m	1	1.92
32.6万	m	2	1.92
8:30	m	4	7.68
6507	m	1	1.92
8559	m	1	1.92
2052	m	1	1.92
10905	m	1	1.92
1506	m	1	1.92
1307	m	1	1.92
4691	m	1	1.92
期颐	nr2	1	1.92
弄璋	nr2	1	1.92
18705	m	1	1.92
零十	m	1	1.92
18000	m	7	13.44
12000	m	11	19.46
25800	m	1	1.92
38-40	m	1	1.92
1523万	m	1	1.92
41726	m	1	1.92
1223	m	1	1.92
81.70%	m	1	1.92
85.50%	m	2	3.84
23.40%	m	2	3.84
13.10%	m	2	3.84
119KM+655M	n	7	11.52
9.9万	m	1	1.92
15800	m	2	3.84
5800	m	9	16.03
616.5	m	3	4.51
45600	m	3	3.84
1.83亿	m	3	3.84
1004	m	2	3.84
第九十七	m	1	1.92
第一百五十六	m	1	1.92
1203	m	1	1.92
29.5	m	3	5.76
13.8万	m	1	1.92
1463	m	1	1.92
9.8亿	m	1	1.92
洪河	nr2	1	1.92
25.7	m	1	1.92
7720	m	1	1.92
55万	m	7	11.52
155685	m	1	1.92
5635	m	1	1.92
97.80%	m	1	1.92
10532	m	1	1.92
3100	m	3	5.76
发力	nr2	1	1.92
锁器	nr2	1	1.92
方霞	nr2	1	1.92
350万	m	12	14.18
白令	nr2	1	1.92
第131	m	1	1.92
第397	m	1	1.92
14.69万	m	1	1.92
2.9万	m	6	11.89
21万	m	9	13.25
3427.47万	m	2	3.84
19735	m	3	5.76
67.14	m	6	10.27
68.24	m	1	1.92
81.20%	m	10	16.4
32.20%	m	6	9.6
55.60%	m	3	5.76
67.30%	m	8	11.52
27.10%	m	7	11.52
24.80%	m	8	12.19
7.40%	m	10	19.2
34.20%	m	7	11.52
46.20%	m	3	5.76
51.40%	m	1	1.92
45.40%	m	3	5.76
54.70%	m	1	1.92
40.50%	m	6	11.52
3.70%	m	7	13.81
嘉程	nr2	2	3.84
3200	m	14	24.41
2012-2020	m	1	1.92
2:30	m	1	1.92
阳丽	nr2	1	1.92
13690777738	m	1	1.92
鑫龙	nr2	1	1.92
第26	m	1	1.92
鑫隆	nr2	1	1.92
28万	m	15	24.42
78381.32	m	2	3.84
40万	m	35	55.24
645万	m	6	6.56
414J1	n	1	1.92
4.6万	m	6	10.27
环球时报	ntqg	1	1.92
麻辣香锅	nms	5	7.76
比中	nr2	1	1.92
裁	v	15	1.91
惭愧	a	3	1.89
192	m	11	6.54
听话	a	7	5.36
10时	t	23	3.49
暧昧	a	4	1.84
45	m	101	46.67
赵某	nr	30	11.47
820	m	2	1.77
叮	v	8	3.03
古朴	a	2	1.75
真挚	a	2	1.75
猛烈	a	10	7.15
潮湿	an	6	2.77
高明	a	4	2.83
坚固	a	2	1.75
亮堂	a	2	1.75
短命	a	2	1.75
规整	a	7	5.39
怡和	a	2	1.75
方芳	nr	24	1.71
安定	a	8	4.36
瘦小	a	6	3.42
劫	v	24	5.91
缆	n	6	1.67
8月	t	29	1.67
80	m	325	87.8
662	m	4	1.63
涝	ng	4	1.62
刘传健	nr	30	1.62
leave	vi	1	1.6
搞活	v	1	1.6
正常化	vi	2	3.2
洽谈会	n	15	15.98
党报	n	3	1.6
挂账	v	2	3.2
歌剧	n	2	3.2
房改	vi	1	1.6
送行	vi	4	5.11
裁减	v	1	1.6
候补委员	nl	3	1.6
军转	n	2	3.2
军嫂	n	3	3.2
办报	vi	1	1.6
新意	n	3	4.8
越过	v	5	6.4
丹参	n	1	1.6
橡胶	n	12	18.47
潜艇	n	1	1.6
自我批评	n	1	1.6
宴请	vn	15	17.09
文化教育	nl	8	11.91
勤俭节约	vl	5	8
冷落	v	1	1.6
请客	vi	2	3.2
开馆	vn	3	5.11
群策群力	vl	2	3.2
甲方	n	4	6.4
交易会	n	3	4.8
举世	n	2	3.2
工龄	n	3	3.75
杰作	n	3	3.2
适销对路	vl	1	1.6
营区	n	4	4.8
货主	n	6	8.34
书目	n	2	3.2
述职	vi	4	6.71
阿尔法	nz	1	1.6
吃请	vi	2	3.2
述评	n	4	4.8
共青团员	n	5	4.8
餐饮业	n	12	17.79
桑塔纳	nz	1	1.6
质量关	n	1	1.6
自卫	vn	2	3.2
软环境	n	3	4.8
编撰	v	2	3.2
气力	n	4	5.35
悬而未决	vl	2	3.2
走私案	n	4	6.4
家畜	n	2	3.2
产粮	v	2	3.2
吹拂	v	3	4.8
写意	n	2	3.2
闯进	v	4	6.71
清泉	n	1	1.6
前茅	n	4	4.8
哀思	n	12	14.04
思乡	vi	2	3.2
失察	vn	11	10.43
木屋	n	4	6.4
增选	v	1	1.6
武士	n	1	1.6
军需	n	3	4.8
千言万语	nl	2	3.2
觉察	v	5	8
干休所	n	1	1.6
部属	n	1	1.6
欢送	vn	1	1.6
粮食局	n	3	4.8
混战	vi	7	8.9
账面	n	2	3.2
改道	v	6	9.42
稳步前进	vl	1	1.6
高喊	v	2	3.2
直立人	n	1	1.6
悬念	n	2	3.2
水沟	n	2	3.2
稳中有升	vl	1	1.6
思虑	v	1	1.6
闭路电视	n	1	1.6
黑土地	n	1	1.6
省钱	v	2	3.2
抛锚	vi	2	3.2
电波	n	3	3.2
审阅	v	3	4.8
人参	n	7	8.03
托付	v	6	9.91
一举一动	nl	3	4.8
实例	n	2	3.2
轻车简从	vl	1	1.6
国别	n	2	3.2
任人唯亲	vl	1	1.6
学长	n	2	3.2
专营	vn	1	1.6
英名	n	1	1.6
一触即发	vl	1	1.6
誓词	n	1	1.6
大提琴	n	1	1.6
追记	v	3	4.8
选聘	vn	1	1.6
民智	n	3	4.8
监督卡	n	6	4.27
政德	n	1	1.6
望而生畏	vl	2	3.2
掌管	v	2	3.2
苯甲酸	n	12	6.6
选案	vn	1	1.6
毒枭	n	2	3.2
怦然心动	vl	2	1.6
近在咫尺	vl	2	3.2
哀乐	n	4	6.4
花岗岩	n	3	3.75
夺眶而出	vl	2	3.2
现出	v	4	4.8
监考	v	4	5.02
超支	v	3	4.8
大汉	n	1	1.6
花丛	n	3	4.8
飞溅	vi	3	4.8
问起	v	1	1.6
相知	v	2	3.2
中专生	n	2	3.2
定责	vn	2	3.2
数不胜数	vl	2	1.6
跃入	v	1	1.6
丹心	n	1	1.6
左眼	n	13	16.74
既有线	n	2	3.2
同窗	n	1	1.6
抄录	v	1	1.6
记事簿	n	1	1.6
定稿	vi	3	3.2
皆大欢喜	vl	3	4.8
创见	n	1	1.6
主罚	v	2	1.6
独占	v	1	1.6
大风大浪	nl	1	1.6
完事	vi	2	3.2
陷害	v	5	5.39
逃走	v	3	4.8
融汇	vn	2	3.2
冲垮	v	2	3.2
鱼油	n	2	1.6
离乡	vi	3	4.8
高法	n	1	1.6
跟头	n	1	1.6
屏风	n	6	6.99
粉饰	v	1	1.6
数理化	n	7	7.51
世界史	n	2	3.2
上图	n	2	3.2
古文化	n	1	1.6
野味	n	3	3.2
专业队	n	4	6.71
消费类	n	1	1.6
延至	v	3	3.75
沾染	v	3	3.2
如履薄冰	vl	3	3.2
闪失	n	1	1.6
右眼	n	10	13.85
厚重感	n	1	1.6
以小见大	vl	1	1.6
授衔	vn	3	4.8
助推器	n	1	1.6
目无法纪	vl	1	1.6
甲骨文	n	3	4.8
箴言	n	1	1.6
古猿	n	1	1.6
传情	vi	2	3.2
留情	vi	1	1.6
立足之地	nl	1	1.6
航标	n	1	1.6
黄帽	n	1	1.6
钢琴曲	n	1	1.6
踏足	v	3	4.8
惊涛骇浪	nl	2	3.2
衣襟	n	1	1.6
变味	v	3	4.8
创优	v	3	4.8
惊慌失措	vl	6	8.55
驾驶台	n	3	5.11
生物钟	n	1	1.6
封门	vi	1	1.6
毒魔	n	1	1.6
公式化	vi	1	1.6
敌情	n	1	1.6
布匹	n	1	1.6
日增	v	1	1.6
佯装	v	2	3.2
石阶	n	1	1.6
矿泉水瓶	n	4	6.4
拦路	vi	1	1.6
常言	n	4	6.4
纪念林	n	1	1.6
星夜	n	1	1.6
达斡尔族	nz	1	1.6
老本	n	3	3.2
才学	n	2	3.2
校牌	n	1	1.6
泾渭分明	vl	3	4.8
草籽	n	2	3.2
陆战队	n	1	1.6
奶油	n	2	3.2
爆炸性	n	8	8
挺身	vi	2	3.2
援军	n	1	1.6
纸面	n	2	3.2
不动声色	vl	1	1.6
抗干扰	nl	1	1.6
射线	n	3	3.2
人声	n	2	3.2
约会	vn	4	6.99
不虚此行	vl	2	3.2
拿来主义	nl	1	1.6
呢喃	vi	1	1.6
梦见	v	10	6.46
打雷	vi	2	3.2
长篇大论	nl	1	1.6
节本	v	1	1.6
类比	vi	7	10.5
潜水员	n	79	35.46
误食	v	1	1.6
青石	n	1	1.6
远虑	n	1	1.6
流弊	n	1	1.6
高见	n	1	1.6
君子兰	n	1	1.6
花盆	n	3	4.8
来势汹汹	vl	4	5.63
东移	v	1	1.6
十年树木	nl	1	1.6
摇旗呐喊	vl	1	1.6
阿谀奉承	vl	1	1.6
亚文化	n	2	3.2
胡杨	n	5	6.62
风习	n	1	1.6
地痞	n	8	8.82
打闹	vi	5	8.31
蒙面	vn	9	11.11
摆动	v	4	6.4
解围	vi	2	3.2
耳际	n	1	1.6
恶魔	n	3	4.8
关山	n	1	1.6
铁骨	n	1	1.6
明知故犯	vl	3	3.2
晨风	n	1	1.6
过秤	vi	1	1.6
进进出出	v	5	8
赚头	n	1	1.6
光电子	n	3	3.75
进水口	n	1	1.6
我行我素	vl	10	10.64
明渠	n	1	1.6
担惊受怕	vl	2	3.2
耷拉	v	1	1.6
冷却水	n	1	1.6
捉拿归案	vl	1	1.6
自暴自弃	vl	2	3.2
坟地	n	6	6.63
打天下	vi	1	1.6
碑刻	n	1	1.6
警铃	n	2	3.2
鹧鸪	n	1	1.6
定律	n	2	3.2
充血	vi	1	1.6
飘泊	v	2	3.2
智谋	n	1	1.6
兼管	v	1	1.6
兵工厂	n	2	3.2
同流合污	vl	2	3.2
打字员	n	1	1.6
浸染	v	1	1.6
百年树人	nl	1	1.6
词条	n	1	1.6
售完	v	3	4.8
慢条斯理	vl	1	1.6
卖弄	v	1	1.6
闻所未闻	vl	1	1.6
过梁	n	1	1.6
急救箱	n	4	5.39
果香	n	1	1.6
荒山坡	n	1	1.6
果酒	n	1	1.6
倚仗	v	1	1.6
亲娘	n	2	3.2
排水管	n	2	3.2
挂名	vi	3	4.8
招兵买马	vl	2	3.2
苏俄	n	1	1.6
极富	v	1	1.6
鼾声	n	1	1.6
燕窝	n	2	3.2
吃回扣	vl	2	3.2
自作聪明	vl	5	8.31
耳环	n	11	13.94
户政科	n	1	1.6
捎带	v	1	1.6
一抢而空	vl	1	1.6
飘忽	vi	1	1.6
会客厅	n	4	6.71
羟基	n	8	3.2
廉耻	n	3	3.2
臭虫	n	1	1.6
咽下	v	1	1.6
蒲团	n	3	3.75
高级中学	nl	4	4.8
团总支	n	1	1.6
热水袋	n	1	1.6
大个儿	n	1	1.6
理清	v	2	3.2
发胖	vi	1	1.6
高高挂起	vl	1	1.6
增订	v	1	1.6
鸡毛	n	2	3.2
枝节	n	1	1.6
插队落户	vl	1	1.6
撼动	v	7	11.51
国防军	n	1	1.6
一知半解	vl	2	1.6
有机体	n	1	1.6
平叛	vi	2	3.2
一本万利	vl	3	4.03
古文	n	1	1.6
褂子	n	1	1.6
苦楚	n	3	4.8
天棚	n	1	1.6
操演	v	1	1.6
饭堂	n	15	18.81
放贷人	n	3	5.11
蜈蚣	n	2	3.2
淋浴	vn	6	10.22
发痒	vi	2	3.2
怒号	vn	1	1.6
下凡	vi	1	1.6
肺水肿	n	1	1.6
闲杂人员	n	2	3.2
挨批	vi	1	1.6
现况	n	4	5.39
皮帽	n	1	1.6
绵延不断	vl	1	1.6
怄气	vi	1	1.6
国者	n	1	1.6
拖带	v	5	3.2
孢子	n	10	3.48
缺勤	vn	1	1.6
发配	v	1	1.6
陈词滥调	nl	3	3.2
溜须拍马	vl	1	1.6
词藻	n	1	1.6
雨过天晴	vl	1	1.6
独白	n	1	1.6
上士	n	1	1.6
傻乐	vi	1	1.6
分科	v	1	1.6
局子	n	1	1.6
光圈	n	2	3.2
干儿子	n	1	1.6
外甥女	n	1	1.6
同治	n	2	1.6
占有权	n	1	1.6
显见	v	1	1.6
事不关己	vl	4	6.71
探病	vi	4	5.35
浸种	vn	10	5.8
悬梯	n	1	1.6
恣意妄为	vl	1	1.6
归心似箭	vl	1	1.6
海魂衫	n	2	3.2
生死与共	vl	1	1.6
土体	n	3	3.2
翻两番	vl	1	1.6
拂面	v	1	1.6
树欲静而风不止	nl	1	1.6
证者	n	4	5.35
起子	n	1	1.6
线手套	n	1	1.6
均分	v	1	1.6
皮蛋	n	1	1.6
纪工委	n	4	5.35
大华	nz	1	1.6
在岸	vn	4	4.8
对数	n	1	1.6
说来话长	vl	1	1.6
顶盖	n	1	1.6
理入	v	1	1.6
思来想去	vl	2	3.2
一口咬定	vl	1	1.6
厮打	vi	5	6.4
全托	vi	3	6.46
撑住	v	3	4.8
唱红脸	vl	1	1.6
游逛	v	2	3.2
通人	n	2	3.2
继父	n	3	4.8
爆炸波	n	1	1.6
甲醚	n	8	3.2
氯苯	n	7	6.95
条石	n	1	1.6
酣战	v	1	1.6
印子	n	2	3.2
退堂	v	2	3.2
橡皮擦	n	2	1.6
洪涛	n	1	1.6
掌印	n	1	1.6
动火	v	6	7.75
亡命徒	n	1	1.6
母本	n	1	1.6
父本	n	1	1.6
圆白菜	n	1	1.6
龙井茶	n	12	6.27
期考	v	1	1.6
生色	v	1	1.6
拖船	n	4	6.71
口误	n	3	5.6
盖饭	n	1	1.6
小个儿	n	1	1.6
残羹	n	2	3.2
外购	v	1	1.6
科技委	n	1	1.6
末路	n	1	1.6
刀架	n	1	1.6
索还	v	1	1.6
横截面	n	1	1.6
海选	nz	1	1.6
摄影棚	n	5	5.68
乌木	n	1	1.6
遮羞布	n	1	1.6
琴键	n	1	1.6
硝化	v	22	23.36
冀望	n	1	1.6
成本额	n	1	1.6
固件	n	2	3.2
网卡	n	1	1.6
阴风	n	1	1.6
高科技	n	3	4.8
扳子	n	1	1.6
黏着	v	1	1.6
题库	n	2	3.2
忌惮	v	1	1.6
阳极	n	1	1.6
支路	n	3	3.75
岔流	n	1	1.6
逃散	v	1	1.6
祸事	n	2	3.2
对质	v	2	3.2
打呼噜	v	1	1.6
志达	nz	1	1.6
郁金	n	1	1.6
赴考	v	1	1.6
碎裂	v	2	3.2
附加刑	n	1	1.6
瞅见	v	1	1.6
赤练蛇	n	1	1.6
大韩	nz	15	7.48
796	m	18	4.58
江苏省	ns	157	9.37
清白	an	15	10.29
海斯凯尔	nrf	12	1.54
51	m	35	16.41
虚无	b	3	1.49
122	m	3	1.49
57	m	38	19.9
211	m	7	6.95
大连	ns	18	1.43
锄	v	4	1.41
何以	d	4	2.8
将要	d	2	1.4
情不自禁	dl	2	1.4
归根结底	dl	4	2.8
并肩	d	4	2.8
全神贯注	dl	2	1.4
86	m	26	14.63
3D	n	84	24.57
83	m	9	4.11
39	m	43	24.87
58	m	49	22.4
68	m	31	18.86
71	m	22	14.24
92	m	21	12.05
2011年	t	83	13.71
林某	nr	12	1.32
奇幻	a	13	5.83
逊	vg	19	1.3
130	m	44	33.42
530	m	2	1.29
猛	a	20	2.43
互	d	28	3.95
麟	ng	3	1.26
手下	s	15	4.63
非凡	z	9	2.27
弦	n	4	2.34
襄	vg	2	1.17
阎	nr1	2	1.17
裴	nr1	2	1.17
劭	ng	2	1.17
梁亚兰	nr	8	1.16
11时	t	21	2.28
秤	n	3	1.14
威	ng	8	2.82
饵	ng	3	1.14
娄	nr1	3	1.14
一阵子	mq	3	1.14
箱内	s	6	2.19
尹洪俊	nr	8	1.12
13日	t	289	42.65
魏春	nr	14	1.08
有名	a	13	7.78
惨重	a	2	1.08
不得了	al	5	2.13
矫健	a	2	1.08
坚硬	a	2	1.08
茂盛	a	2	1.08
单个	b	11	4.31
平平	z	2	1.05
每时每刻	bl	2	1.05
五星级	b	11	3.92
短袖	b	2	1.05
30分	t	70	8.44
徐龙珍	nr	28	2.61
石家庄市	ns	21	1.03
吴涛	nr	8	1
2018年	t	3227	2628.25
张立	nr	69	84.47
神木	ns	81	82.34
共有产权房	n_new	25	67.9
黄志发	nr	62	62.93
综治项目	n_new	53	53.66
凤兰学校	n_new	32	83.72
考考赖沟	n_new	18	40.09
国家监委	n_new	35	38.69
麻醉科医生	n_new	12	35.65
张世奇	nr	50	34.21
海底捞店	n_new	18	65.84
白山市中级人民法院	n_new	11	31.07
失联人员	n_new	36	60.01
高速公路省界收费站	n_new	20	29.46
乡村旅游	n_new	18	28.82
漆棺	n_new	18	28.59
结婚率	n_new	57	56.99
医疗机构	n_new	26	28.55
第三方平台	n_new	12	27.98
基因检测	n_new	21	25.91
危险化学品安全	n_new	11	25.09
潜水队	n_new	26	24.56
南厂区	n_new	12	51.7
严重违纪违法	n_new	10	24.21
接单	n_new	14	22.14
21日	t	685	172.26
追逃追赃	n_new	5	21.47
辅警招录	n_new	5	21.47
黄淑芬	nr	55	50.71
扶贫车间	n_new	12	33.66
非法集资	n_new	12	20.79
销售假药罪	n_new	16	36.61
上海打捞局	n_new	6	20.49
星官体系	n_new	8	19.46
爱心团队	n_new	8	19.45
多万	n_new	45	59.47
涉嫌严重违纪	n_new	7	19
生态屏障	n_new	10	18.71
隐患区综合治理	n_new	6	18.52
文创产品	n_new	5	18.49
寒潮蓝色预警	n_new	8	18.13
交警大队大队长	n_new	6	18.02
公路三乱	n_new	7	17.9
朱广德	n_new	10	17.15
销售伪劣产品	n_new	10	17.05
道路交通	n_new	10	16.95
晋城市教育局	n_new	15	31.83
胎儿医学	n_new	7	16.84
液闪	n_new	7	16.84
丢失身份证	n_new	13	16.81
虚拟人物	n_new	6	16.68
行政许可	n_new	12	16.49
唐糖	n_new	12	16.38
23日	t	374	52.08
曹波	nr	108	29.71
大学排名	n_new	6	15.53
投案自首	n_new	29	46.54
子女入学	n_new	8	15.07
卫生健康	n_new	8	14.98
湘阴县电视台	n_new	8	14.98
贪腐	n_new	21	48.61
集团有限公司	n_new	19	27.7
光子芯片	n_new	5	14.84
饱和潜水	n_new	5	14.8
申购家庭	n_new	5	14.72
吴中区市场局	n_new	6	14.55
中级人民法院二审	n_new	3	14.55
无罪判决	n_new	11	14.41
公安局交警大队	n_new	4	14.26
机票退改	n_new	6	28.68
法定代表人为	n_new	3	13.55
3	m	1779	293.19
防骗	n_new	6	13.13
试投	n_new	4	13.13
2019	m	269	291.24
法人代表	n_new	7	12.99
吸砂	n_new	8	12.97
河南省公安厅	n_new	10	12.96
中国人群	n_new	9	12.94
普通商品房	n_new	5	12.88
教师职称	n_new	5	12.88
高中毕业	n_new	5	12.88
安定门街道	n_new	5	12.88
引力波	n_new	5	12.88
泰州市农委	n_new	5	12.88
岳警官	n_new	5	12.85
2	m	1137	257.53
氮麻醉	n_new	4	12.75
工业设计	n_new	6	12.68
通行效率	n_new	6	12.68
购房发票	n_new	6	12.68
化工厂爆炸	n_new	9	12.64
配套政策	n_new	4	12.63
古希腊	n_new	7	22.99
残留煤	n_new	4	12.63
jUNO	n	15	12.59
身份证复印件	n_new	7	12.53
研究成果	n_new	5	12.48
现场指挥部	n_new	25	46.13
广大网友	n_new	9	12.31
速食文化	n_new	5	12.17
雷暴大风	n_new	39	30.48
河口区检察院	n_new	8	11.57
汝州市检察院	n_new	8	11.49
医学科	n_new	7	11.27
永辉超市	nt	9	11.25
排放路径	n_new	6	11.24
赣州市检察院	n_new	4	11.19
燃料组件	n_new	9	11.14
韩女士	n_new	5	11.04
神木市政府	n_new	6	11.03
矮化	n_new	9	22.23
孔雀石绿	n_new	8	10.99
4	m	1402	245.39
丁维和	n_new	3	10.89
云南罗平	n_new	3	10.89
录取顺序	n_new	3	10.89
海底椰	n_new	3	10.89
东城区检察院	n_new	5	10.89
宫内诊断	n_new	5	10.89
国际化人才	n_new	7	10.77
劣币	n_new	3	10.75
贫困学生	n_new	4	10.69
采购价格	n_new	4	10.69
使用期限	n_new	4	10.69
精密制造	n_new	4	10.69
死老鼠	n_new	8	21.38
加注	n_new	6	18.45
